0.44624,1.0568,1.7029,0
0.71365,0.97911,0.77023,0
0.68841,0.94287,0.68979,0
0.44387,1.0513,0.8157,0
0.54713,0.84411,1.2667,0
0.58891,0.91259,0.99175,0
0.62801,0.93844,1.3684,0
0.65332,0.83547,0.75208,0
0.55419,1.0555,1.198,0
0.55283,1.1003,1.5096,0
0.62535,1.1403,2.1746,0
0.68399,0.99566,0.96668,0
0.50798,0.94843,0.97736,0
0.6265,0.82796,1.1145,0
0.62953,1.2931,1.5119,0
0.56021,0.92567,0.99296,0
0.5465,0.96242,1.3649,0
0.6359,1.0247,1.217,0
0.6783,1.1625,1.294,0
0.55895,1.066,1.2356,0
0.63075,1.571,2.9806,0
0.55913,1.1665,1.3135,0
0.55335,1.0084,1.2691,0
0.47923,0.94796,1.1712,0
0.50909,0.87113,0.95119,0
0.50106,0.92722,1.6397,0
0.52748,0.78313,0.97329,0
0.62281,1.2077,1.07,0
0.58825,1.8359,2.2459,0
0.53029,1.0811,1.1235,0
0.65092,1.1069,1.2779,0
0.62127,1.5928,1.0542,0
0.55376,1.2072,1.2217,0
0.64086,1.1154,1.4662,0
0.54925,1.1594,1.5258,0
0.57758,0.91551,1.1578,0
0.68346,0.80229,0.61973,0
0.59562,1.1254,1.0734,0
0.75498,1.6366,2.1279,0
0.64042,0.90575,1.0107,0
0.63708,0.93485,0.85707,0
0.64187,1.1494,1.128,0
0.64847,1.209,1.2836,0
0.59368,1.1071,0.87107,0
0.56854,1.2141,1.1866,0
0.47209,1.1192,0.93564,0
0.45771,0.98449,0.93059,0
0.55218,1.3113,0.73251,0
0.62543,1.1775,1.062,0
0.65722,1.2785,1.0706,0
0.63675,1.265,1.2271,0
0.78912,1.2415,1.4082,0
0.60623,1.3266,1.0198,0
0.6869,0.94891,0.9559,0
0.72207,0.8521,1.2062,0
0.62792,0.84011,0.94572,0
0.60074,0.69374,0.82852,0
0.52203,0.88807,1.0173,0
0.57632,1.0805,1.3319,0
0.61869,0.67158,1.2151,0
0.61935,1.0998,1.497,0
0.54736,0.87779,1.2573,0
0.5002,0.91661,0.60757,0
0.66787,1.3561,1.4743,0
0.56291,0.93913,0.84378,1
0.53773,0.9498,1.0094,1
0.62273,1.3792,1.5082,1
0.61471,1.0936,1.1949,1
0.62451,1.0941,1.2285,1
0.62273,1.3792,1.5082,1
0.53773,0.9498,1.0094,1
0.59221,1.4062,0.99099,1
0.59213,1.4055,0.96209,1
0.56812,1.4407,1.2992,1
0.56879,1.4288,1.3371,1
0.52139,1.363,1.427,1
0.51786,1.3758,1.5018,1
0.584,1.2673,1.2873,1
0.56149,1.2077,1.2394,1
0.49308,1.1979,1.3012,1
0.50746,1.1989,1.373,1
0.57505,1.3266,1.1629,1
0.57308,1.3244,1.0732,1
0.60654,1.3554,1.3381,1
0.59681,1.3317,1.2953,1
0.5673,1.5193,1.5636,1
0.57347,1.5091,1.5525,1
0.51865,1.2741,1.6145,1
0.50274,1.1211,1.2865,1
0.49123,1.0248,1.2945,1
0.52139,1.363,1.427,1
0.52788,1.2482,1.5192,1
0.5182,1.01,0.89308,1
0.51427,1.0255,0.89166,1
0.57209,1.2541,2.0606,1
0.58214,1.2454,1.7882,1
0.49959,1.1674,1.8943,1
0.52503,1.216,1.7599,1
0.53168,1.4752,1.4757,1
0.52074,1.4246,1.3148,1
0.54303,0.99467,0.96994,1
0.60273,0.96095,1.2327,1
0.46444,1.1016,2.3501,1
0.51866,1.2604,1.7223,1
0.43927,1.0182,1.0466,1
0.52788,1.2482,1.5192,1
0.59423,1.573,2.362,1
0.55832,1.471,1.6906,1
0.64119,1.7992,1.8035,1
0.56947,1.4999,1.7132,1
0.60324,1.3931,1.4351,1
0.55922,1.4918,1.0783,1
0.51572,1.0571,1.3722,1
0.48388,1.2806,1.7216,1
0.44748,1.5253,1.6731,1
0.53603,1.1982,2.1529,1
0.54671,1.1149,1.0501,1
0.64249,1.376,1.4764,1
0.61074,1.5067,1.4249,1
0.52949,1.2821,2.0126,1
